0.000390625 0 4.44089e-16 2.22045e-16
0.00117188 0 4.44089e-16 5.55112e-17
0.00195312 0 4.44089e-16 2.22045e-16
0.00273437 0 0 1.11022e-16
0.00351563 0 2.22045e-16 1.11022e-16
0.00429688 0 4.44089e-16 2.22045e-16
0.00507813 0 0 1.11022e-16
0.00585938 0 2.22045e-16 5.55112e-17
0.00664062 0 4.44089e-16 2.22045e-16
0.00742188 0 4.44089e-16 2.22045e-16
0.00820313 0 4.44089e-16 2.22045e-16
0.00898437 0 4.44089e-16 2.22045e-16
0.00976562 0 4.44089e-16 2.22045e-16
0.0105469 0 4.44089e-16 2.22045e-16
0.0113281 0 4.44089e-16 2.22045e-16
0.0121094 0 4.44089e-16 2.22045e-16
0.0128906 0 4.44089e-16 2.22045e-16
0.0136719 0 4.44089e-16 2.22045e-16
0.0144531 0 4.44089e-16 2.22045e-16
0.0152344 0 4.44089e-16 2.22045e-16
0.0160156 0 4.44089e-16 2.22045e-16
0.0167969 0 4.44089e-16 2.22045e-16
0.0175781 0 4.44089e-16 2.22045e-16
0.0183594 0 4.44089e-16 2.22045e-16
0.0191406 0 4.44089e-16 2.22045e-16
0.0199219 0 4.44089e-16 2.22045e-16
0.0207031 0 4.44089e-16 2.22045e-16
0.0214844 0 4.44089e-16 2.22045e-16
0.0222656 0 4.44089e-16 2.22045e-16
0.0230469 0 4.44089e-16 2.22045e-16
0.0238281 0 4.44089e-16 2.22045e-16
0.0246094 0 4.44089e-16 2.22045e-16
0.0253906 0 4.44089e-16 2.22045e-16
0.0261719 0 4.44089e-16 2.22045e-16
0.0269531 0 4.44089e-16 2.22045e-16
0.0277344 0 4.44089e-16 2.22045e-16
0.0285156 0 4.44089e-16 2.22045e-16
0.0292969 0 4.44089e-16 2.22045e-16
0.0300781 0 4.44089e-16 2.22045e-16
0.0308594 0 4.44089e-16 1.11022e-16
0.0316406 4.44089e-16 4.44089e-16 1.16573e-15
0.0324219 1.11022e-15 1.55431e-15 5.55112e-16
0.0332031 3.10862e-15 2.44249e-15 2.05391e-15
0.0339844 7.10543e-15 5.32907e-15 4.38538e-15
0.0347656 1.45439e-14 1.08802e-14 8.60423e-15
0.0355469 2.9643e-14 2.22045e-14 1.69864e-14
0.0363281 5.69544e-14 4.32987e-14 3.17524e-14
0.0371094 1.0747e-13 8.08242e-14 6.08402e-14
0.0378906 1.9984e-13 1.49658e-13 1.12355e-13
0.0386719 3.66152e-13 2.73781e-13 2.05891e-13
0.0394531 6.66689e-13 4.97602e-13 3.74423e-13
0.0402344 1.20437e-12 9.00613e-13 6.74572e-13
0.0410156 2.1616e-12 1.61737e-12 1.21098e-12
0.0417969 3.85725e-12 2.88658e-12 2.16011e-12
0.0425781 6.84441e-12 5.12057e-12 3.83299e-12
0.0433594 1.20746e-11 9.03499e-12 6.76204e-12
0.0441406 2.11854e-11 1.58542e-11 1.18645e-11
0.0449219 3.697e-11 2.7665e-11 2.07044e-11
0.0457031 6.41562e-11 4.801e-11 3.59289e-11
0.0464844 1.10716e-10 8.28524e-11 6.2002e-11
0.0472656 1.89994e-10 1.42178e-10 1.06397e-10
0.0480469 3.24191e-10 2.42605e-10 1.81548e-10
0.0488281 5.50033e-10 4.11607e-10 3.08019e-10
0.0496094 9.2785e-10 6.94335e-10 5.19597e-10
0.0503906 1.55612e-09 1.16449e-09 8.7143e-10
0.0511719 2.5946e-09 1.94162e-09 1.45298e-09
0.0519531 4.30068e-09 3.21833e-09 2.40838e-09
0.0527344 7.0863e-09 5.3029e-09 3.96833e-09
0.0535156 1.16063e-08 8.68538e-09 6.49954e-09
0.0542969 1.88947e-08 1.41395e-08 1.0581e-08
0.0550781 3.05722e-08 2.28782e-08 1.71205e-08
0.0558594 4.91625e-08 3.67898e-08 2.7531e-08
0.0566406 7.85655e-08 5.8793e-08 4.39967e-08
0.0574219 1.24765e-07 9.33657e-08 6.98685e-08
0.0582031 1.96875e-07 1.47327e-07 1.1025e-07
0.0589844 3.08667e-07 2.30985e-07 1.72854e-07
0.0597656 4.808e-07 3.59798e-07 2.69248e-07
0.0605469 7.44009e-07 5.56766e-07 4.16645e-07
0.0613281 1.14366e-06 8.55841e-07 6.40452e-07
0.0621094 1.74618e-06 1.30672e-06 9.77862e-07
0.0628906 2.64797e-06 1.98156e-06 1.48286e-06
0.0636719 3.98779e-06 2.98419e-06 2.23316e-06
0.0644531 5.96354e-06 4.46271e-06 3.33958e-06
0.0652344 8.85495e-06 6.62646e-06 4.95876e-06
0.0660156 1.30537e-05 9.76855e-06 7.31006e-06
0.0667969 1.9103e-05 1.42955e-05 1.06976e-05
0.0675781 2.77484e-05 2.07652e-05 1.5539e-05
0.0683594 4.0003e-05 2.99358e-05 2.24014e-05
0.0691406 5.72283e-05 4.28265e-05 3.20473e-05
0.0699219 8.12338e-05 6.07914e-05 4.54899e-05
0.0707031 0.000114396 8.56095e-05 6.406e-05
0.0714844 0.0001598 0.000119589 8.9484e-05
0.0722656 0.000221393 0.000165688 0.000123973
0.0730469 0.000304169 0.000227642 0.000170322
0.0738281 0.000414344 0.00031011 0.000232008
0.0746094 0.000559547 0.000418806 0.000313302
0.0753906 0.000748988 0.000560636 0.000419356
0.0761719 0.000993603 0.000743801 0.000556283
0.0769531 0.00130613 0.000977869 0.000731205
0.0777344 0.00170115 0.00127379 0.000952256
0.0785156 0.00219493 0.00164383 0.00122853
0.0792969 0.00280532 0.00210144 0.00156996
0.0800781 0.00355132 0.002661 0.00198711
0.0808594 0.00445262 0.00333749 0.00249094
0.0816406 0.00552905 0.00414604 0.00309241
0.0824219 0.0067998 0.00510143 0.00380211
0.0832031 0.00828269 0.00621751 0.00462981
0.0839844 0.00999338 0.00750668 0.00558402
0.0847656 0.0119446 0.00897929 0.0066716
0.0855469 0.0141457 0.0106432 0.00789739
0.0863281 0.016602 0.0125036 0.00926399
0.0871094 0.0193146 0.0145623 0.0107716
0.0878906 0.021239 0.0160389 0.011835
0.0886719 0.0186696 0.0141485 0.0103834
0.0894531 0.0163627 0.0124452 0.00908236
0.0902344 0.0143049 0.0109202 0.00792383
0.0910156 0.0124804 0.00956302 0.00689844
0.0917969 0.0108719 0.00836204 0.00599603
0.0925781 0.0094612 0.00730485 0.00520606
0.0933594 0.0082303 0.00637893 0.004518
0.0941406 0.00716161 0.00557203 0.00392169
0.0949219 0.00623867 0.00487265 0.0034076
0.0957031 0.00544658 0.00427033 0.00296714
0.0964844 0.00477235 0.00375601 0.00259278
0.0972656 0.00420524 0.00332229 0.00227831
0.0980469 0.00373703 0.00296375 0.00201895
0.0988281 0.00336171 0.00267732 0.00181164
0.0996094 0.00307222 0.00246292 0.00165625
0.100391 0.0028468 0.00230392 0.00153615
0.101172 0.00264672 0.00215265 0.00142494
0.101953 0.00246233 0.0020122 0.00132268
0.102734 0.00229134 0.00188146 0.00122805
0.103516 0.00213196 0.001759 0.00114005
0.104297 0.00198269 0.00164366 0.00105782
0.105078 0.00184221 0.0015345 0.000980639
0.105859 0.00170941 0.00143072 0.000907878
0.106641 0.00158339 0.00133164 0.000839029
0.107422 0.00146338 0.00123667 0.000773667
0.108203 0.00134874 0.0011453 0.000711429
0.108984 0.0012389 0.00105713 0.000652001
0.109766 0.00113339 0.000971786 0.000595108
0.110547 0.00103178 0.000888979 0.000540521
0.111328 0.000933733 0.00080844 0.000488041
0.112109 0.000838942 0.000729937 0.000437499
0.112891 0.000747146 0.000653274 0.000388745
0.113672 0.000658113 0.000578282 0.000341651
0.114453 0.000571643 0.000504814 0.0002961
0.115234 0.00048756 0.000432742 0.000251993
0.116016 0.000405712 0.000361952 0.000209242
0.116797 0.000325963 0.000292345 0.00016777
0.117578 0.000248195 0.000223836 0.000127508
0.118359 0.0001723 0.000156347 8.83932e-05
0.119141 9.81849e-05 8.98136e-05 5.03709e-05
0.119922 2.57651e-05 2.41746e-05 1.33913e-05
