-0.00117188 -0.501172
-0.000390625 -0.500391
0.000390625 -0.499609
0.00117188 -0.498828
0.00195312 -0.498047
0.00273437 -0.497266
0.00351563 -0.496484
0.00429688 -0.495703
0.00507813 -0.494922
0.00585938 -0.494141
0.00664062 -0.493359
0.00742188 -0.492578
0.00820313 -0.491797
0.00898437 -0.491016
0.00976562 -0.490234
0.0105469 -0.489453
0.0113281 -0.488672
0.0121094 -0.487891
0.0128906 -0.487109
0.0136719 -0.486328
0.0144531 -0.485547
0.0152344 -0.484766
0.0160156 -0.483984
0.0167969 -0.483203
0.0175781 -0.482422
0.0183594 -0.481641
0.0191406 -0.480859
0.0199219 -0.480078
0.0207031 -0.479297
0.0214844 -0.478516
0.0222656 -0.477734
0.0230469 -0.476953
0.0238281 -0.476172
0.0246094 -0.475391
0.0253906 -0.474609
0.0261719 -0.473828
0.0269531 -0.473047
0.0277344 -0.472266
0.0285156 -0.471484
0.0292969 -0.470703
0.0300781 -0.469922
0.0308594 -0.469141
0.0316406 -0.468359
0.0324219 -0.467578
0.0332031 -0.466797
0.0339844 -0.466016
0.0347656 -0.465234
0.0355469 -0.464453
0.0363281 -0.463672
0.0371094 -0.462891
0.0378906 -0.462109
0.0386719 -0.461328
0.0394531 -0.460547
0.0402344 -0.459766
0.0410156 -0.458984
0.0417969 -0.458203
0.0425781 -0.457422
0.0433594 -0.456641
0.0441406 -0.455859
0.0449219 -0.455078
0.0457031 -0.454297
0.0464844 -0.453516
0.0472656 -0.452734
0.0480469 -0.451953
0.0488281 -0.451172
0.0496094 -0.450391
0.0503906 -0.449609
0.0511719 -0.448828
0.0519531 -0.448047
0.0527344 -0.447266
0.0535156 -0.446484
0.0542969 -0.445703
0.0550781 -0.444922
0.0558594 -0.444141
0.0566406 -0.443359
0.0574219 -0.442578
0.0582031 -0.441797
0.0589844 -0.441016
0.0597656 -0.440234
0.0605469 -0.439453
0.0613281 -0.438672
0.0621094 -0.437891
0.0628906 -0.437109
0.0636719 -0.436328
0.0644531 -0.435547
0.0652344 -0.434766
0.0660156 -0.433984
0.0667969 -0.433203
0.0675781 -0.432422
0.0683594 -0.431641
