-0.00117188 1 -2 3 0.4 1
-0.000390625 1 -2 3 0.4 1
0.000390625 1 -2 3 0.4 1
0.00117188 1 -2 3 0.4 1
0.00195312 1 -2 3 0.4 1
0.00273437 1 -2 3 0.4 1
0.00351563 1 -2 3 0.4 1
0.00429688 1 -2 3 0.4 1
0.00507813 1 -2 3 0.4 1
0.00585938 1 -2 3 0.4 1
0.00664062 1 -2 3 0.4 1
0.00742188 1 -2 3 0.4 1
0.00820313 1 -2 3 0.4 1
0.00898437 1 -2 3 0.4 1
0.00976562 1 -2 3 0.4 1
0.0105469 1 -2 3 0.4 1
0.0113281 1 -2 3 0.4 1
0.0121094 1 -2 3 0.4 1
0.0128906 1 -2 3 0.4 1
0.0136719 1 -2 3 0.4 1
0.0144531 1 -2 3 0.4 1
0.0152344 1 -2 3 0.4 1
0.0160156 1 -2 3 0.4 1
0.0167969 1 -2 3 0.4 1
0.0175781 1 -2 3 0.4 1
0.0183594 1 -2 3 0.4 1
0.0191406 1 -2 3 0.4 1
0.0199219 1 -2 3 0.4 1
0.0207031 1 -2 3 0.4 1
0.0214844 1 -2 3 0.4 1
0.0222656 1 -2 3 0.4 1
0.0230469 1 -2 3 0.4 1
0.0238281 1 -2 3 0.4 1
0.0246094 1 -2 3 0.4 1
0.0253906 1 -2 3 0.4 1
0.0261719 1 -2 3 0.4 1
0.0269531 1 -2 3 0.4 1
0.0277344 1 -2 3 0.4 1
0.0285156 1 -2 3 0.4 1
0.0292969 1 -2 3 0.4 1
0.0300781 1 -2 3 0.4 1
0.0308594 1 -2 3 0.4 1
0.0316406 1 -2 3 0.4 1
0.0324219 1 -2 3 0.4 1
0.0332031 1 -2 3 0.4 1
0.0339844 1 -2 3 0.4 1
0.0347656 1 -2 3 0.4 1
0.0355469 1 -2 3 0.4 1
0.0363281 1 -2 3 0.4 1
0.0371094 1 -2 3 0.4 1
0.0378906 1 -2 3 0.4 1
0.0386719 1 -2 3 0.4 1
0.0394531 1 -2 3 0.4 1
0.0402344 1 -2 3 0.4 1
0.0410156 1 -2 3 0.4 1
0.0417969 1 -2 3 0.4 1
0.0425781 1 -2 3 0.4 1
0.0433594 1 -2 3 0.4 1
0.0441406 1 -2 3 0.4 1
0.0449219 1 -2 3 0.4 1
0.0457031 1 -2 3 0.4 1
0.0464844 1 -2 3 0.4 1
0.0472656 1 -2 3 0.4 1
0.0480469 1 -2 3 0.4 1
0.0488281 1 -2 3 0.4 1
